channel,velocities,frequencies
0,-0.9795918367346939,-37.74099730038837
0,-0.9795918367346939,-37.46063280855965
0,-0.9591836734693877,-36.709778582097655
0,-0.9591836734693877,-36.46054671663456
0,-0.9387755102040816,-36.21005891121802
0,-0.9387755102040816,-35.96463162575662
0,-0.9183673469387754,-35.46169721801366
0,-0.9183673469387754,-35.211278262625164
0,-0.8979591836734693,-34.71299317211719
0,-0.8979591836734693,-34.713019058249216
0,-0.8775510204081632,-33.71284426502032
0,-0.8775510204081632,-33.73028031662001
0,-0.8571428571428571,-32.96337809881147
0,-0.8571428571428571,-32.96402540351702
0,-0.836734693877551,-31.71487552175185
0,-0.836734693877551,-31.965950461082613
0,-0.8163265306122448,-30.987909710720654
0,-0.8163265306122448,-30.979811309006354
0,-0.7959183673469387,-30.216647167122964
0,-0.7959183673469387,-30.230977187842853
0,-0.7755102040816326,-29.217691237903956
0,-0.7755102040816326,-29.490792193472945
0,-0.7551020408163265,-28.48001288393639
0,-0.7551020408163265,-28.46991770271879
0,-0.7346938775510203,-27.996562833934757
0,-0.7346938775510203,-27.720861050697533
0,-0.7142857142857142,-26.970880147488188
0,-0.7142857142857142,-26.974320783737628
0,-0.6938775510204082,-25.994237363542666
0,-0.6938775510204082,-25.972587349363494
0,-0.673469387755102,-24.98396540340704
0,-0.673469387755102,-24.723636568247343
0,-0.6530612244897959,-23.475069335723592
0,-0.6530612244897959,-23.22404211642671
0,-0.6326530612244897,-22.48606987965653
0,-0.6326530612244897,-22.72561548288914
0,-0.6122448979591836,-21.729430150094625
0,-0.6122448979591836,-21.72711672935365
0,-0.5918367346938775,-20.727506779040862
0,-0.5918367346938775,-20.738765468380887
0,-0.5714285714285714,-19.727644790824986
0,-0.5714285714285714,-19.728346847083674
0,-0.5510204081632653,-18.991190328732838
0,-0.5510204081632653,-18.730674486260053
0,-0.5306122448979591,-17.740007018742993
0,-0.5306122448979591,-17.730640755686316
0,-0.5102040816326531,-16.981840918279982
0,-0.5102040816326531,-16.980889554214457
0,-0.4897959183673469,-16.241653909461963
0,-0.4897959183673469,-16.23576672025525
0,-0.4693877551020408,-15.483305891660413
0,-0.4693877551020408,-15.235977058002227
0,-0.44897959183673464,-14.733744819082485
0,-0.44897959183673464,-14.741201198309708
0,-0.42857142857142855,-13.993572241488977
0,-0.42857142857142855,-13.74530615662692
0,-0.4081632653061224,-13.235385328665728
0,-0.4081632653061224,-13.236190087148573
0,-0.3877551020408163,-12.23649294907548
0,-0.3877551020408163,-12.23825094867296
0,-0.36734693877551017,-11.742154890219606
0,-0.36734693877551017,-11.737448694249126
0,-0.3469387755102041,-10.987650243735851
0,-0.3469387755102041,-10.98978403422689
0,-0.32653061224489793,-9.989292941348525
0,-0.32653061224489793,-9.991498189227926
0,-0.3061224489795918,-9.492180725923168
0,-0.3061224489795918,-9.245690204803667
0,-0.2857142857142857,-8.492797402898761
0,-0.2857142857142857,-8.497182249354776
0,-0.26530612244897955,-7.497827178493905
0,-0.26530612244897955,-7.741503564283997
0,-0.24489795918367346,-6.99786741044991
0,-0.24489795918367346,-6.746217028425404
0,-0.22448979591836732,-6.243104088804748
0,-0.22448979591836732,-6.2441702397162855
0,-0.2040816326530612,-5.493962456644438
0,-0.2040816326530612,-5.24419032336179
0,-0.18367346938775508,-4.495085794613351
0,-0.18367346938775508,-4.495153235891491
0,-0.16326530612244897,-3.4961606946119814
0,-0.16326530612244897,-3.745883236870804
0,-0.14285714285714285,-2.747151536274953
0,-0.14285714285714285,-2.746926090829762
0,-0.12244897959183673,-1.7480650108968385
0,-0.12244897959183673,-1.749590145381973
0,-0.1020408163265306,-0.7497718106998787
0,-0.1020408163265306,-0.7492271029376844
0,-0.08163265306122448,-0.0
0,-0.08163265306122448,-0.0
0,-0.061224489795918366,-0.0
0,-0.061224489795918366,-0.0
0,-0.04081632653061224,-0.0
0,-0.04081632653061224,-0.0
0,-0.02040816326530612,-0.0
0,-0.02040816326530612,-0.0
0,0.0,0.0
0,0.0,0.0
0,0.02040816326530612,0.0
0,0.02040816326530612,0.0
0,0.04081632653061224,0.0
0,0.04081632653061224,0.0
0,0.061224489795918366,0.49958967900141943
0,0.061224489795918366,0.49944839470867725
0,0.08163265306122448,1.7483152351524487
0,0.08163265306122448,1.7485071674343915
0,0.1020408163265306,2.9993675908362647
0,0.1020408163265306,0.7491863356891374
0,0.12244897959183673,3.7459713277193667
0,0.12244897959183673,3.49614402760322
0,0.14285714285714285,4.2454808787893095
0,0.14285714285714285,4.495013986685999
0,0.16326530612244897,5.493906502247146
0,0.16326530612244897,5.245046918622948
0,0.18367346938775508,6.243116053069724
0,0.18367346938775508,5.994786891356289
0,0.2040816326530612,6.995328484677748
0,0.2040816326530612,6.996124010786209
0,0.22448979591836732,7.49405540793369
0,0.22448979591836732,7.491731114230065
0,0.24489795918367346,8.49092155751853
0,0.24489795918367346,8.740552175417033
0,0.26530612244897955,9.239616754249266
0,0.26530612244897955,9.24359679404683
0,0.2857142857142857,10.238734596743225
0,0.2857142857142857,10.238971828784608
0,0.3061224489795918,10.74689602773419
0,0.3061224489795918,10.742721161796032
0,0.32653061224489793,11.746660025287726
0,0.32653061224489793,11.737397403740246
0,0.3469387755102041,12.486645089784327
0,0.36734693877551017,13.239216790240746
0,0.36734693877551017,13.235775452538176
0,0.3877551020408163,13.741784364268035
0,0.3877551020408163,13.74169445802732
0,0.4081632653061224,14.73376021370299
0,0.4081632653061224,14.738863778793988
0,0.42857142857142855,15.487134032369157
0,0.42857142857142855,15.496700403759869
0,0.44897959183673464,16.243563333831336
0,0.44897959183673464,16.232074911681657
0,0.4693877551020408,16.981400899967458
0,0.4693877551020408,16.981356211397177
0,0.4897959183673469,17.981889153849345
0,0.4897959183673469,17.979728243114234
0,0.5102040816326531,18.97919807765394
0,0.5102040816326531,19.24663413912484
0,0.5306122448979591,19.976154284802707
0,0.5306122448979591,19.988601759481927
0,0.5510204081632653,20.97740103526838
0,0.5510204081632653,20.746304885901758
0,0.5714285714285714,21.975572294518855
0,0.5714285714285714,21.72671364508361
0,0.5918367346938775,22.740869165733102
0,0.5918367346938775,22.740355098997693
0,0.6122448979591836,23.733022250531786
0,0.6122448979591836,23.726720208264823
0,0.6326530612244897,25.221920675179323
0,0.6326530612244897,25.22252197929731
0,0.6530612244897959,25.991466923196757
0,0.6530612244897959,26.220828855854027
0,0.673469387755102,26.470911750270787
0,0.673469387755102,26.721409961740147
0,0.6938775510204082,27.71980746069171
0,0.6938775510204082,27.487613407889647
0,0.7142857142857142,28.716862334327093
0,0.7142857142857142,28.49313594672365
0,0.7346938775510203,29.218796604307556
0,0.7346938775510203,29.479833141306855
0,0.7551020408163265,30.466548004481517
0,0.7551020408163265,30.244647998019968
0,0.7755102040816326,31.214887933492655
0,0.7755102040816326,30.96571882811946
0,0.7959183673469387,31.738625812907863
0,0.7959183673469387,31.714572998319404
0,0.8163265306122448,32.74224755253664
0,0.8163265306122448,32.96330915052307
0,0.836734693877551,33.98563642963317
0,0.836734693877551,33.96285304481169
0,0.8571428571428571,34.71330569297415
0,0.8775510204081632,35.4624730084652
0,0.8775510204081632,35.71224150046039
0,0.8979591836734693,35.98615977675809
0,0.8979591836734693,35.981683613823556
0,0.9183673469387754,36.712085098667906
0,0.9183673469387754,36.73952743451068
0,0.9387755102040816,37.46687525446513
0,0.9387755102040816,37.46705007105609
0,0.9591836734693877,37.96240467321624
0,0.9591836734693877,37.958694468659296
1,-0.9795918367346939,-37.241116541442835
1,-0.9795918367346939,-37.21089525650259
1,-0.9591836734693877,-36.460052197185426
1,-0.9591836734693877,-36.21081694460282
1,-0.9387755102040816,-35.710609822787426
1,-0.9387755102040816,-35.71487723946664
1,-0.9183673469387754,-35.211966955914974
1,-0.9183673469387754,-35.211278262625164
1,-0.8979591836734693,-33.96379188063264
1,-0.8979591836734693,-34.21355115813052
1,-0.8775510204081632,-33.463119492686836
1,-0.8775510204081632,-33.73028031662001
1,-0.8571428571428571,-32.46393297610221
1,-0.8571428571428571,-32.96402540351702
1,-0.836734693877551,-31.46515209244672
1,-0.836734693877551,-31.716216473105405
1,-0.8163265306122448,-30.738007213053553
1,-0.8163265306122448,-30.979811309006354
1,-0.7959183673469387,-29.966922810369883
1,-0.7959183673469387,-29.981134401166464
1,-0.7755102040816326,-28.967967381169736
1,-0.7755102040816326,-28.99094825799035
1,-0.7551020408163265,-28.230188209515894
1,-0.7551020408163265,-28.2201815825195
1,-0.7346938775510203,-27.746593522917482
1,-0.7346938775510203,-27.47112356375431
1,-0.7142857142857142,-26.72114977575219
1,-0.7142857142857142,-26.724558554258575
1,-0.6938775510204082,-25.7442927735086
1,-0.6938775510204082,-25.47311451572189
1,-0.673469387755102,-24.73412574937297
1,-0.673469387755102,-24.723636568247343
1,-0.6530612244897959,-23.225334555556323
1,-0.6530612244897959,-23.22404211642671
1,-0.6326530612244897,-22.48606987965653
1,-0.6326530612244897,-22.475883444615633
1,-0.6122448979591836,-21.729430150094625
1,-0.6122448979591836,-21.72711672935365
1,-0.5918367346938775,-20.477777781703022
1,-0.5918367346938775,-20.488900824183528
1,-0.5714285714285714,-19.727644790824986
1,-0.5714285714285714,-19.728346847083674
1,-0.5510204081632653,-18.741306245460038
1,-0.5510204081632653,-18.730674486260053
1,-0.5306122448979591,-17.740007018742993
1,-0.5306122448979591,-17.730640755686316
1,-0.5102040816326531,-16.981840918279982
1,-0.5102040816326531,-16.980889554214457
1,-0.4897959183673469,-15.991782310854855
1,-0.4897959183673469,-15.985985693789782
1,-0.4693877551020408,-15.233575151472342
1,-0.4693877551020408,-15.235977058002227
1,-0.44897959183673464,-14.484020330623459
1,-0.44897959183673464,-14.491350330541747
1,-0.42857142857142855,-13.74368702289096
1,-0.42857142857142855,-13.74530615662692
1,-0.4081632653061224,-13.235385328665728
1,-0.4081632653061224,-13.236190087148573
1,-0.3877551020408163,-12.23649294907548
1,-0.3877551020408163,-12.23825094867296
1,-0.36734693877551017,-11.742154890219606
1,-0.36734693877551017,-11.737448694249126
1,-0.3469387755102041,-10.737930920014582
1,-0.3469387755102041,-10.98978403422689
1,-0.32653061224489793,-9.739560617814812
1,-0.32653061224489793,-9.991498189227926
1,-0.3061224489795918,-9.24238649629361
1,-0.3061224489795918,-9.245690204803667
1,-0.2857142857142857,-8.243009243989974
1,-0.2857142857142857,-8.497182249354776
1,-0.26530612244897955,-7.497827178493905
1,-0.26530612244897955,-7.491777642855482
1,-0.24489795918367346,-6.747943574362414
1,-0.24489795918367346,-6.746217028425404
1,-0.22448979591836732,-5.993379925252558
1,-0.22448979591836732,-5.994403430127634
1,-0.2040816326530612,-5.244236890433327
1,-0.2040816326530612,-5.24419032336179
1,-0.18367346938775508,-4.495085794613351
1,-0.18367346938775508,-4.245422500564186
1,-0.16326530612244897,-3.4961606946119814
1,-0.16326530612244897,-3.4961576877460834
1,-0.14285714285714285,-2.747151536274953
1,-0.14285714285714285,-2.746926090829762
1,-0.12244897959183673,-1.7480650108968385
1,-0.12244897959183673,-1.749590145381973
1,-0.1020408163265306,-0.7497718106998787
1,-0.1020408163265306,-0.7492271029376844
1,-0.08163265306122448,-0.0
1,-0.08163265306122448,-0.0
1,-0.061224489795918366,-0.0
1,-0.061224489795918366,-0.0
1,-0.04081632653061224,-0.0
1,-0.04081632653061224,-0.0
1,-0.02040816326530612,-0.0
1,-0.02040816326530612,-0.0
1,0.0,0.0
1,0.0,0.0
1,0.02040816326530612,0.0
1,0.02040816326530612,0.0
1,0.04081632653061224,0.24972119889396224
1,0.04081632653061224,0.0
1,0.061224489795918366,0.49958967900141943
1,0.061224489795918366,0.49944839470867725
1,0.08163265306122448,1.9980745544599414
1,0.08163265306122448,1.9982939056393045
1,0.1020408163265306,2.9993675908362647
1,0.12244897959183673,3.7459713277193667
1,0.12244897959183673,3.74586860100345
1,0.14285714285714285,4.4952150481298565
1,0.14285714285714285,4.495013986685999
1,0.16326530612244897,5.493906502247146
1,0.16326530612244897,5.245046918622948
1,0.18367346938775508,6.243116053069724
1,0.18367346938775508,6.244569678496134
1,0.2040816326530612,6.995328484677748
1,0.2040816326530612,6.7462624389724155
1,0.22448979591836732,7.743857254864813
1,0.22448979591836732,7.741455484704401
1,0.24489795918367346,8.740654544504368
1,0.24489795918367346,8.490822113262261
1,0.26530612244897955,9.489336125985732
1,0.26530612244897955,9.24359679404683
1,0.2857142857142857,9.989009362676317
1,0.2857142857142857,9.98924080857035
1,0.3061224489795918,10.99682384233266
1,0.3061224489795918,10.742721161796032
1,0.32653061224489793,11.746660025287726
1,0.32653061224489793,11.737397403740246
1,0.3469387755102041,12.486645089784327
1,0.36734693877551017,13.489013333452835
1,0.36734693877551017,13.235775452538176
1,0.3877551020408163,13.99163498907291
1,0.3877551020408163,13.74169445802732
1,0.4081632653061224,14.73376021370299
1,0.4081632653061224,14.738863778793988
1,0.42857142857142855,15.487134032369157
1,0.42857142857142855,15.246753623054065
1,0.44897959183673464,16.243563333831336
1,0.44897959183673464,16.232074911681657
1,0.4693877551020408,16.981400899967458
1,0.4693877551020408,16.981356211397177
1,0.4897959183673469,17.981889153849345
1,0.4897959183673469,17.730009795293203
1,0.5102040816326531,18.97919807765394
1,0.5102040816326531,18.99667785160374
1,0.5306122448979591,19.976154284802707
1,0.5306122448979591,19.988601759481927
1,0.5510204081632653,20.97740103526838
1,0.5510204081632653,20.746304885901758
1,0.5714285714285714,21.72584988208114
1,0.5714285714285714,21.72671364508361
1,0.5918367346938775,22.4909695045712
1,0.5918367346938775,22.740355098997693
1,0.6122448979591836,23.733022250531786
1,0.6122448979591836,23.726720208264823
1,0.6326530612244897,25.221920675179323
1,0.6326530612244897,24.972794038908226
1,0.6530612244897959,25.991466923196757
1,0.6530612244897959,25.971106676274463
1,0.673469387755102,26.470911750270787
1,0.673469387755102,26.471677158359398
1,0.6938775510204082,27.71980746069171
1,0.6938775510204082,27.737500802506823
1,0.7142857142857142,28.716862334327093
1,0.7142857142857142,28.49313594672365
1,0.7346938775510203,29.468529908617878
1,0.7346938775510203,29.230004046889
1,0.7551020408163265,30.216822201166092
1,0.7551020408163265,29.994692229441288
1,0.7755102040816326,31.214887933492655
1,0.7755102040816326,31.215442367055907
1,0.7959183673469387,31.738625812907863
1,0.7959183673469387,31.714572998319404
1,0.8163265306122448,32.74224755253664
1,0.8163265306122448,32.96330915052307
1,0.836734693877551,33.98563642963317
1,0.836734693877551,33.71312618418807
1,0.8571428571428571,34.96304170515382
1,0.8775510204081632,35.4624730084652
1,0.8775510204081632,35.46250554591171
1,0.8979591836734693,35.98615977675809
1,0.8979591836734693,35.981683613823556
1,0.9183673469387754,36.712085098667906
1,0.9183673469387754,36.73952743451068
1,0.9387755102040816,37.46687525446513
1,0.9387755102040816,37.46705007105609
1,0.9591836734693877,37.96240467321624
1,0.9591836734693877,37.70896621557601
